ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.3657820680000037
ID_-0.510_29.290_2022_01,3.9853683680000085
ID_-0.510_29.290_2022_02,4.048928411000005
ID_-0.510_29.290_2022_03,4.089327147
ID_-0.510_29.290_2022_04,4.1506862109999965
ID_-0.510_29.290_2022_05,4.142180000999997
ID_-0.510_29.290_2022_06,4.179061458999997
ID_-0.510_29.290_2022_07,4.172614017999999
ID_-0.510_29.290_2022_08,4.2049384149999955
ID_-0.510_29.290_2022_09,3.971139651000003
ID_-0.510_29.290_2022_10,4.245530631999997
ID_-0.510_29.290_2022_11,4.122471015999999
ID_-0.510_29.290_2022_12,4.2742605050000035
ID_-0.510_29.290_2022_13,4.300235490999993
ID_-0.510_29.290_2022_14,4.347883559999993
ID_-0.510_29.290_2022_15,4.387652697000002
ID_-0.510_29.290_2022_16,4.226800204000003
ID_-0.510_29.290_2022_17,4.046090337000004
ID_-0.510_29.290_2022_18,4.177823714000002
ID_-0.510_29.290_2022_19,4.161617891000003
ID_-0.510_29.290_2022_20,4.277089312000005
ID_-0.510_29.290_2022_21,4.323529405
ID_-0.510_29.290_2022_22,4.510682381000002
ID_-0.510_29.290_2022_23,4.5343687320000035
ID_-0.510_29.290_2022_24,4.5614093410000045
ID_-0.510_29.290_2022_25,4.531256570000005
ID_-0.510_29.290_2022_26,4.470219864000004
ID_-0.510_29.290_2022_27,4.414561178999997
ID_-0.510_29.290_2022_28,4.291799302000004
ID_-0.510_29.290_2022_29,4.274247238999999
ID_-0.510_29.290_2022_30,4.289676452999999
ID_-0.510_29.290_2022_31,4.632631388999996
ID_-0.510_29.290_2022_32,4.614798193000005
ID_-0.510_29.290_2022_33,4.599384634000009
ID_-0.510_29.290_2022_34,4.585051273000006
ID_-0.510_29.290_2022_35,4.631230830000004
ID_-0.510_29.290_2022_36,4.765092064000004
ID_-0.510_29.290_2022_37,4.819549334000005
ID_-0.510_29.290_2022_38,4.790799345000009
ID_-0.510_29.290_2022_39,4.6033589559999974
ID_-0.510_29.290_2022_40,4.526217444000004
ID_-0.510_29.290_2022_41,4.5200253909999955
ID_-0.510_29.290_2022_42,4.5592525889999935
ID_-0.510_29.290_2022_43,4.6157389760000065
ID_-0.510_29.290_2022_44,4.603884781000006
ID_-0.510_29.290_2022_45,4.614530549000006
ID_-0.510_29.290_2022_46,4.648696692000006
ID_-0.510_29.290_2022_47,4.710598147000008
ID_-0.510_29.290_2022_48,4.665360111000006
ID_-0.528_29.472_2022_00,3.390701781
ID_-0.528_29.472_2022_01,4.0561587419999965
ID_-0.528_29.472_2022_02,4.155173524999999
ID_-0.528_29.472_2022_03,4.162437147000003
ID_-0.528_29.472_2022_04,4.212858579
ID_-0.528_29.472_2022_05,4.227637441
ID_-0.528_29.472_2022_06,4.256270804999999
ID_-0.528_29.472_2022_07,4.244062245999998
ID_-0.528_29.472_2022_08,4.294563019999996
ID_-0.528_29.472_2022_09,3.977624024999997
ID_-0.528_29.472_2022_10,4.271859423
ID_-0.528_29.472_2022_11,4.231160506000004
ID_-0.528_29.472_2022_12,4.377742166999995
ID_-0.528_29.472_2022_13,4.420275439999994
ID_-0.528_29.472_2022_14,4.436491966000003
ID_-0.528_29.472_2022_15,4.400535370999998
ID_-0.528_29.472_2022_16,4.264421986999999
ID_-0.528_29.472_2022_17,4.034236897000001
ID_-0.528_29.472_2022_18,4.114625126999996
ID_-0.528_29.472_2022_19,4.071074655999996
ID_-0.528_29.472_2022_20,4.177933043999997
ID_-0.528_29.472_2022_21,4.231614896
ID_-0.528_29.472_2022_22,4.3562902459999995
ID_-0.528_29.472_2022_23,4.294288176999993
ID_-0.528_29.472_2022_24,4.227033192000002
ID_-0.528_29.472_2022_25,4.188930448000002
ID_-0.528_29.472_2022_26,4.128366375999997
ID_-0.528_29.472_2022_27,4.050214548000003
ID_-0.528_29.472_2022_28,3.9671520539999987
ID_-0.528_29.472_2022_29,3.891937004999996
ID_-0.528_29.472_2022_30,3.941018687999996
ID_-0.528_29.472_2022_31,4.1979205610000045
ID_-0.528_29.472_2022_32,4.165118194999999
ID_-0.528_29.472_2022_33,4.161358327999999
ID_-0.528_29.472_2022_34,4.197840464
ID_-0.528_29.472_2022_35,4.252647320999998
ID_-0.528_29.472_2022_36,4.428492400999996
ID_-0.528_29.472_2022_37,4.515476284999992
ID_-0.528_29.472_2022_38,4.549951208999997
ID_-0.528_29.472_2022_39,4.455194129999997
ID_-0.528_29.472_2022_40,4.445671151000003
ID_-0.528_29.472_2022_41,4.438162584000004
ID_-0.528_29.472_2022_42,4.457919195999995
ID_-0.528_29.472_2022_43,4.570255168000006
ID_-0.528_29.472_2022_44,4.603126909000008
ID_-0.528_29.472_2022_45,4.617528793
ID_-0.528_29.472_2022_46,4.646941115999996
ID_-0.528_29.472_2022_47,4.663847414999992
ID_-0.528_29.472_2022_48,4.7395068169999925
ID_-0.547_29.653_2022_00,0.47673120359999965
ID_-0.547_29.653_2022_01,0.5287193437999995
