ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.3484631570000034
ID_-0.510_29.290_2022_01,3.9992501990000062
ID_-0.510_29.290_2022_02,4.077285347000003
ID_-0.510_29.290_2022_03,4.105044302000002
ID_-0.510_29.290_2022_04,4.179093124999999
ID_-0.510_29.290_2022_05,4.181890100999999
ID_-0.510_29.290_2022_06,4.207044070999998
ID_-0.510_29.290_2022_07,4.211935150999997
ID_-0.510_29.290_2022_08,4.252194130999996
ID_-0.510_29.290_2022_09,4.170605793999998
ID_-0.510_29.290_2022_10,4.2835009119999965
ID_-0.510_29.290_2022_11,4.234317668999997
ID_-0.510_29.290_2022_12,4.302236686000003
ID_-0.510_29.290_2022_13,4.330465296000002
ID_-0.510_29.290_2022_14,4.380538991
ID_-0.510_29.290_2022_15,4.394545669000004
ID_-0.510_29.290_2022_16,4.222738573000003
ID_-0.510_29.290_2022_17,4.017899322000003
ID_-0.510_29.290_2022_18,4.188678088000002
ID_-0.510_29.290_2022_19,4.184142987000004
ID_-0.510_29.290_2022_20,4.257972801000003
ID_-0.510_29.290_2022_21,4.295309332
ID_-0.510_29.290_2022_22,4.506501443000002
ID_-0.510_29.290_2022_23,4.541593382000004
ID_-0.510_29.290_2022_24,4.560814557000006
ID_-0.510_29.290_2022_25,4.524203856000003
ID_-0.510_29.290_2022_26,4.466628493000004
ID_-0.510_29.290_2022_27,4.4140044059999965
ID_-0.510_29.290_2022_28,4.295635839000003
ID_-0.510_29.290_2022_29,4.254785831999998
ID_-0.510_29.290_2022_30,4.291267856999997
ID_-0.510_29.290_2022_31,4.639907677999996
ID_-0.510_29.290_2022_32,4.616601863000005
ID_-0.510_29.290_2022_33,4.621911772000007
ID_-0.510_29.290_2022_34,4.618858070000007
ID_-0.510_29.290_2022_35,4.699458804000003
ID_-0.510_29.290_2022_36,4.7627711300000035
ID_-0.510_29.290_2022_37,4.805955161000005
ID_-0.510_29.290_2022_38,4.780774426000008
ID_-0.510_29.290_2022_39,4.628792532
ID_-0.510_29.290_2022_40,4.520760977000004
ID_-0.510_29.290_2022_41,4.521879712999996
ID_-0.510_29.290_2022_42,4.5562900459999955
ID_-0.510_29.290_2022_43,4.614383722000008
ID_-0.510_29.290_2022_44,4.595618800000006
ID_-0.510_29.290_2022_45,4.610846999000006
ID_-0.510_29.290_2022_46,4.651125585000005
ID_-0.510_29.290_2022_47,4.696297175000006
ID_-0.510_29.290_2022_48,4.6453664720000045
ID_-0.528_29.472_2022_00,3.3408418790000036
ID_-0.528_29.472_2022_01,4.130882852000007
ID_-0.528_29.472_2022_02,4.185463201000004
ID_-0.528_29.472_2022_03,4.169788916000004
ID_-0.528_29.472_2022_04,4.204458236000003
ID_-0.528_29.472_2022_05,4.200890999000003
ID_-0.528_29.472_2022_06,4.248786799
ID_-0.528_29.472_2022_07,4.235523181
ID_-0.528_29.472_2022_08,4.267674566999997
ID_-0.528_29.472_2022_09,4.010077796999996
ID_-0.528_29.472_2022_10,4.2957327020000005
ID_-0.528_29.472_2022_11,4.252016476000004
ID_-0.528_29.472_2022_12,4.380972104999995
ID_-0.528_29.472_2022_13,4.414940174999995
ID_-0.528_29.472_2022_14,4.436633043000004
ID_-0.528_29.472_2022_15,4.387995443999997
ID_-0.528_29.472_2022_16,4.229523042999999
ID_-0.528_29.472_2022_17,4.006555569000003
ID_-0.528_29.472_2022_18,4.147361467999994
ID_-0.528_29.472_2022_19,4.087669078999994
ID_-0.528_29.472_2022_20,4.174971747999998
ID_-0.528_29.472_2022_21,4.243620702000001
ID_-0.528_29.472_2022_22,4.360224412
ID_-0.528_29.472_2022_23,4.291843552999994
ID_-0.528_29.472_2022_24,4.215051960000004
ID_-0.528_29.472_2022_25,4.173603647000002
ID_-0.528_29.472_2022_26,4.139261518999998
ID_-0.528_29.472_2022_27,4.050726152000003
ID_-0.528_29.472_2022_28,3.9710064519999992
ID_-0.528_29.472_2022_29,3.896478858999997
ID_-0.528_29.472_2022_30,3.9599997379999974
ID_-0.528_29.472_2022_31,4.182867968000004
ID_-0.528_29.472_2022_32,4.165796423999998
ID_-0.528_29.472_2022_33,4.161775786999998
ID_-0.528_29.472_2022_34,4.189068164000001
ID_-0.528_29.472_2022_35,4.236974249999998
ID_-0.528_29.472_2022_36,4.421713949999996
ID_-0.528_29.472_2022_37,4.5177120229999925
ID_-0.528_29.472_2022_38,4.542735800999997
ID_-0.528_29.472_2022_39,4.439364888999997
ID_-0.528_29.472_2022_40,4.437616945000001
ID_-0.528_29.472_2022_41,4.434977262
ID_-0.528_29.472_2022_42,4.465483158999996
ID_-0.528_29.472_2022_43,4.5760700910000045
ID_-0.528_29.472_2022_44,4.602407159000008
ID_-0.528_29.472_2022_45,4.62209661
ID_-0.528_29.472_2022_46,4.653882361999997
ID_-0.528_29.472_2022_47,4.6615150329999935
ID_-0.528_29.472_2022_48,4.732027615999994
ID_-0.547_29.653_2022_00,0.49669626869999933
ID_-0.547_29.653_2022_01,0.5170080909999991
ID_-0.547_29.653_2022_02,0.5437322228000006
ID_-0.547_29.653_2022_03,0.5545271980000004
ID_-0.547_29.653_2022_04,0.5587732288000002
ID_-0.547_29.653_2022_05,0.5599782675000003
ID_-0.547_29.653_2022_06,0.5617698931000001
ID_-0.547_29.653_2022_07,0.5642982414999999
ID_-0.547_29.653_2022_08,0.5699698692999998
ID_-0.547_29.653_2022_09,0.5710485424999997
ID_-0.547_29.653_2022_10,0.5750088540000005
ID_-0.547_29.653_2022_11,0.5721684749000007
ID_-0.547_29.653_2022_12,0.5682257613000007
ID_-0.547_29.653_2022_13,0.5589490332000004
ID_-0.547_29.653_2022_14,0.5745972098000004
ID_-0.547_29.653_2022_15,0.5988607730999995
ID_-0.547_29.653_2022_16,0.5956266715999998
ID_-0.547_29.653_2022_17,0.5949191431000002
ID_-0.547_29.653_2022_18,0.5910321497000005
ID_-0.547_29.653_2022_19,0.5880037979000007
ID_-0.547_29.653_2022_20,0.5912483362999994
